ID_SECCION,NOMBRE,ANIO,CICLO,CURSO_ID_CURSO,DOCENTE_ID_DOCENTE,CUPO,ESTADO
800073,E1,2023,2,234,1072,20,CERRADA
800815,_H,2023,2,242,1447,37,CERRADA
800082,F1,2023,2,243,1081,37,CERRADA
800089,H2,2023,2,252,1088,23,CERRADA
802271,A,2023,2,282,1096,30,CERRADA
802275,I2,2023,2,283,1098,25,CERRADA
800097,K,2023,2,284,1096,25,CERRADA
801569,B2,2023,2,289,2201,38,CERRADA
802367,07,2023,2,366,1126,44,CERRADA
801965,C1,2023,2,380,2597,25,CERRADA
802403,A1,2023,2,394,1138,41,CERRADA
802522,N3,2023,2,504,1173,34,CERRADA
800542,.U,2023,2,506,1174,42,CERRADA
801278,1+,2023,2,510,1910,21,CERRADA
802543,DM,2023,2,513,1181,36,CERRADA
800548,15,2023,2,520,1180,42,CERRADA
800182,.Q,2023,2,522,1181,23,CERRADA
801294,E3,2023,2,606,1926,21,CERRADA
801313,R-,2023,2,650,1945,36,CERRADA
800605,3,2023,2,707,1237,37,CERRADA
800245,E4,2023,2,724,1244,44,CERRADA
802814,M,2023,2,779,1265,34,CERRADA
802832,.O,2023,2,788,1270,25,CERRADA
800647,_K,2023,2,799,1279,29,CERRADA
802917,07,2023,2,1023,1297,20,CERRADA
800303,R2,2023,2,1065,1302,37,CERRADA
802947,C,2023,2,1076,1308,27,CERRADA
802955,_1,2023,2,1091,1309,43,CERRADA
800727,D1,2023,2,7988,1359,20,CERRADA
802131,Z1,2023,3,200,1053,20,CERRADA
801208,_D,2023,3,316,1840,28,CERRADA
800481,.B,2023,3,346,1113,20,CERRADA
800886,15,2023,3,433,1518,18,CERRADA
802465,R2,2023,3,440,1156,20,CERRADA
800194,09,2023,3,608,1193,26,CERRADA
802617,H,2023,3,636,1204,17,CERRADA
800206,4,2023,3,639,1205,24,CERRADA
802793,N,2023,3,772,1259,18,CERRADA
802854,_A,2023,3,796,1278,18,CERRADA
801034,U,2023,3,1056,1666,17,CERRADA
801770,_4,2023,3,1060,2402,35,CERRADA
803023,14,2023,3,3123,1331,21,CERRADA
800719,6+,2023,3,7980,1351,18,CERRADA
801477,O,2023,4,17,2109,30,CERRADA
802149,P3,2023,4,209,1057,17,CERRADA
802179,C+,2023,4,220,1068,21,CERRADA
802178,P1,2023,4,220,1067,19,CERRADA
801542,X,2023,4,235,2174,30,CERRADA
802423,.S,2023,4,416,1142,19,CERRADA
801637,H3,2023,4,472,2269,30,CERRADA
801648,P1,2023,4,513,2280,18,CERRADA
800214,A,2023,4,653,1213,16,CERRADA
801318,Z1,2023,4,656,1950,27,CERRADA
800263,J,2023,4,777,1262,27,CERRADA
802875,.B,2023,4,960,1284,15,CERRADA
801018,I1,2023,4,960,1650,15,CERRADA
801791,A,2023,4,2025,2423,22,CERRADA
800369,.E,2023,5,5,1001,40,CERRADA
801988,D4,2023,5,11,1006,62,CERRADA
802021,1+,2023,5,40,1017,33,CERRADA
802029,A,2023,5,71,1019,43,CERRADA
802043,S-,2023,5,80,1024,57,CERRADA
801126,EI,2023,5,82,1758,60,CERRADA
802048,N-,2023,5,84,1025,61,CERRADA
801864,J1,2023,5,92,2496,32,CERRADA
802079,_R,2023,5,116,1036,31,CERRADA
801874,P4,2023,5,123,2506,61,CERRADA
802093,M3,2023,5,147,1039,63,CERRADA
801149,Z1,2023,5,193,1781,62,CERRADA
801519,E2,2023,5,200,2151,44,CERRADA
800053,B-,2023,5,202,1052,41,CERRADA
800427,.L,2023,5,212,1059,34,CERRADA
803163,_4,2023,5,239,1385,50,CERRADA
802230,D3,2023,5,243,1083,58,CERRADA
800454,H3,2023,5,249,1086,49,CERRADA
800824,01,2023,5,254,1456,30,CERRADA
801568,B+,2023,5,288,2200,50,CERRADA
801936,W,2023,5,289,2568,47,CERRADA
802300,3,2023,5,307,1105,64,CERRADA
801575,E1,2023,5,316,2207,65,CERRADA
802322,E+,2023,5,324,1112,46,CERRADA
800117,O,2023,5,352,1116,38,CERRADA
802347,R2,2023,5,356,1119,63,CERRADA
800492,2,2023,5,366,1124,45,CERRADA
802374,5,2023,5,369,1128,38,CERRADA
801595,R1,2023,5,369,2227,59,CERRADA
800496,A-,2023,5,371,1128,44,CERRADA
800865,U,2023,5,382,1497,57,CERRADA
801234,D1,2023,5,388,1866,53,CERRADA
800503,D5,2023,5,394,1135,55,CERRADA
802424,Y,2023,5,416,1143,64,CERRADA
801255,Q,2023,5,436,1887,49,CERRADA
802472,H,2023,5,442,1158,47,CERRADA
801633,EI,2023,5,458,2265,52,CERRADA
800537,.A,2023,5,476,1169,33,CERRADA
802535,01,2023,5,511,1177,62,CERRADA
800915,P+,2023,5,520,1547,53,CERRADA
801292,DM,2023,5,601,1924,56,CERRADA
802579,G,2023,5,601,1193,41,CERRADA
800934,.L,2023,5,630,1566,65,CERRADA
800207,5,2023,5,640,1206,53,CERRADA
800943,3,2023,5,643,1575,51,CERRADA
802646,W,2023,5,650,1213,47,CERRADA
800218,A2,2023,5,657,1217,30,CERRADA
801689,E5,2023,5,660,2321,56,CERRADA
803161,N3,2023,5,667,1930,44,CERRADA
802713,L-,2023,5,687,1234,47,CERRADA
802744,Y,2023,5,720,1243,45,CERRADA
800978,V,2023,5,722,1610,54,CERRADA
802831,A1,2023,5,787,1271,39,CERRADA
801006,B3,2023,5,789,1638,58,CERRADA
802852,6,2023,5,796,1276,48,CERRADA
802857,N2,2023,5,797,1279,32,CERRADA
801013,E5,2023,5,798,1645,37,CERRADA
800280,N,2023,5,799,1279,42,CERRADA
801386,.Q,2023,5,962,2018,61,CERRADA
802901,N1,2023,5,972,1292,46,CERRADA
800299,R,2023,5,1034,1298,60,CERRADA
800674,E2,2023,5,1077,1306,45,CERRADA
800311,W,2023,5,1094,1310,45,CERRADA
802980,13,2023,5,2004,1316,48,CERRADA
803001,E2,2023,5,2025,1324,60,CERRADA
800323,_C,2023,5,2025,1322,58,CERRADA
801801,E3,2023,5,3657,2433,62,CERRADA
803036,V,2023,5,3658,1335,52,CERRADA
803088,A1,2023,5,7935,1350,46,CERRADA
801820,R-,2023,5,7980,2452,38,CERRADA
803102,1+,2023,5,7983,1355,47,CERRADA
800724,B2,2023,5,7985,1356,48,CERRADA
803109,_O,2023,5,7985,1357,35,CERRADA
800364,1,2023,5,7994,1363,41,CERRADA
802018,O,2023,6,39,1017,39,CERRADA
802064,M+,2023,6,103,1030,21,CERRADA
801143,Q-,2023,6,152,1775,43,CERRADA
801152,_E,2023,6,200,1784,22,CERRADA
802139,J,2023,6,204,1054,22,CERRADA
801162,01,2023,6,213,1794,23,CERRADA
800061,D,2023,6,213,1060,29,CERRADA
801915,F,2023,6,241,2547,27,CERRADA
801191,M,2023,6,254,1823,37,CERRADA
802260,.U,2023,6,262,1091,25,CERRADA
801198,P4,2023,6,284,1830,31,CERRADA
801218,.U,2023,6,352,1850,22,CERRADA
800851,K1,2023,6,352,1483,24,CERRADA
802361,C-,2023,6,362,1124,45,CERRADA
801597,T+,2023,6,371,2229,43,CERRADA
802400,K1,2023,6,394,1135,29,CERRADA
800878,.N,2023,6,418,1510,35,CERRADA
800897,D4,2023,6,455,1529,39,CERRADA
800535,_M,2023,6,469,1167,43,CERRADA
802539,N-,2023,6,512,1179,42,CERRADA
800926,_C,2023,6,603,1558,20,CERRADA
801308,O,2023,6,640,1940,23,CERRADA
802729,06,2023,6,707,1239,39,CERRADA
800976,S,2023,6,719,1608,24,CERRADA
802752,A,2023,6,729,1245,37,CERRADA
802756,_N,2023,6,732,1246,45,CERRADA
801719,_P,2023,6,738,2351,32,CERRADA
801728,09,2023,6,774,2360,23,CERRADA
800276,M1,2023,6,795,1275,39,CERRADA
802912,R1,2023,6,991,1295,20,CERRADA
801405,E,2023,6,1071,2037,28,CERRADA
802964,_1,2023,6,1100,1311,23,CERRADA
800325,_E,2023,6,2036,1324,23,CERRADA
801070,F,2023,6,3664,1702,44,CERRADA
801080,M3,2023,6,5015,1712,25,CERRADA
803114,H2,2023,6,7987,1358,42,CERRADA
801849,A3,2023,7,28,2481,17,CERRADA
800028,1-,2023,7,90,1027,30,CERRADA
800038,5,2023,7,122,1037,27,CERRADA
800780,B1,2023,7,172,1412,30,CERRADA
800447,DM,2023,7,241,1079,17,CERRADA
802237,E-,2023,7,246,1084,27,CERRADA
802291,05,2023,7,289,1103,21,CERRADA
801258,S+,2023,7,441,1890,17,CERRADA
802475,F3,2023,7,450,1159,23,CERRADA
800528,X,2023,7,453,1160,27,CERRADA
800925,_4,2023,7,601,1557,33,CERRADA
803184,_Q,2023,7,670,2386,22,CERRADA
800614,D-,2023,7,732,1246,17,CERRADA
800997,10,2023,7,777,1629,20,CERRADA
802862,F2,2023,7,799,1280,35,CERRADA
801412,I,2023,7,1094,2044,16,CERRADA
800684,M,2023,7,2004,1316,26,CERRADA
801432,_4,2023,7,3606,2064,15,CERRADA
801803,F-,2023,7,3662,2435,19,CERRADA
800702,_G,2023,7,3662,1334,34,CERRADA
800738,K,2023,8,8,1370,20,CERRADA
802008,L+,2023,8,27,1013,19,CERRADA
802242,O,2023,8,248,1087,25,CERRADA
800092,I1,2023,8,262,1091,18,CERRADA
800115,N2,2023,8,348,1114,20,CERRADA
801584,K3,2023,8,349,2216,21,CERRADA
802463,M3,2023,8,437,1156,26,CERRADA
802520,8,2023,8,502,1173,27,CERRADA
802598,E+,2023,8,613,1198,19,CERRADA
800607,7,2023,8,710,1239,16,CERRADA
800993,01,2023,8,773,1625,18,CERRADA
800635,P5,2023,8,785,1267,16,CERRADA
801747,F1,2023,8,798,2379,15,CERRADA
800282,N-,2023,8,870,1281,25,CERRADA
802897,B-,2023,8,970,1291,24,CERRADA
801025,N-,2023,8,970,1657,24,CERRADA
802961,_B,2023,8,1094,1311,30,CERRADA
803014,H2,2023,8,3116,1328,18,CERRADA
801442,.P,2023,8,5008,2074,15,CERRADA
801103,.L,2024,1,5,1735,45,CERRADA
801470,J2,2024,1,5,2102,54,CERRADA
800737,J,2024,1,6,1369,34,CERRADA
803148,S-,2024,1,6,1273,50,CERRADA
800377,1-,2024,1,18,1009,54,CERRADA
802014,N2,2024,1,30,1015,43,CERRADA
802022,.C,2024,1,40,1018,63,CERRADA
801853,D+,2024,1,60,2485,52,CERRADA
801856,E+,2024,1,73,2488,48,CERRADA
802070,_R,2024,1,107,1033,31,CERRADA
800407,O+,2024,1,147,1039,36,CERRADA
802095,R2,2024,1,147,1041,48,CERRADA
801146,T,2024,1,170,1778,53,CERRADA
800782,C1,2024,1,193,1414,32,CERRADA
801883,_A,2024,1,193,2515,32,CERRADA
801518,E+,2024,1,198,2150,49,CERRADA
801525,I1,2024,1,209,2157,61,CERRADA
800432,08,2024,1,219,1064,43,CERRADA
800065,D2,2024,1,219,1064,42,CERRADA
802186,N2,2024,1,224,1068,48,CERRADA
800805,Q-,2024,1,232,1437,51,CERRADA
800814,_E,2024,1,241,1446,37,CERRADA
800081,F-,2024,1,242,1080,44,CERRADA
801918,H1,2024,1,244,2550,43,CERRADA
801920,J,2024,1,246,2552,52,CERRADA
800087,H,2024,1,249,1086,44,CERRADA
803159,_4,2024,1,252,1263,36,CERRADA
800459,M+,2024,1,262,1091,44,CERRADA
801930,P3,2024,1,282,2562,55,CERRADA
800831,5,2024,1,284,1463,58,CERRADA
802290,J1,2024,1,289,1102,41,CERRADA
801576,E4,2024,1,318,2208,44,CERRADA
801209,_G,2024,1,318,1841,41,CERRADA
800847,G1,2024,1,335,1479,49,CERRADA
803178,.N,2024,1,346,2137,60,CERRADA
802333,A3,2024,1,348,1114,36,CERRADA
800485,.S,2024,1,354,1117,57,CERRADA
800853,M,2024,1,356,1485,59,CERRADA
801955,11,2024,1,358,2587,64,CERRADA
802351,D3,2024,1,358,1121,47,CERRADA
800854,M1,2024,1,358,1486,57,CERRADA
800124,P3,2024,1,364,1123,65,CERRADA
800132,R-,2024,1,386,1131,49,CERRADA
802408,.K,2024,1,398,1138,39,CERRADA
802435,_O,2024,1,421,1148,33,CERRADA
800517,M4,2024,1,431,1149,44,CERRADA
801253,P+,2024,1,433,1885,34,CERRADA
800889,8,2024,1,437,1521,52,CERRADA
801630,DM,2024,1,454,2262,47,CERRADA
800898,E,2024,1,456,1530,39,CERRADA
801270,.C,2024,1,472,1902,55,CERRADA
800169,_R,2024,1,472,1168,50,CERRADA
800171,.B,2024,1,482,1170,34,CERRADA
801283,7,2024,1,522,1915,63,CERRADA
802569,_I,2024,1,550,1189,64,CERRADA
801660,_H,2024,1,603,2292,52,CERRADA
800936,.T,2024,1,634,1568,37,CERRADA
802624,Y,2024,1,639,1205,53,CERRADA
800580,R,2024,1,652,1212,37,CERRADA
800581,R1,2024,1,653,1213,41,CERRADA
800955,E-,2024,1,660,1587,35,CERRADA
802684,S-,2024,1,664,1225,52,CERRADA
801328,.K,2024,1,667,1960,50,CERRADA
802703,.Q,2024,1,672,1231,63,CERRADA
801338,5,2024,1,706,1970,42,CERRADA
800973,P5,2024,1,708,1605,43,CERRADA
800611,B1,2024,1,722,1243,61,CERRADA
802801,A,2024,1,775,1261,33,CERRADA
800261,I1,2024,1,775,1260,59,CERRADA
800996,1,2024,1,776,1628,65,CERRADA
800270,L,2024,1,787,1269,44,CERRADA
802858,7,2024,1,798,1278,55,CERRADA
803182,.A,2024,1,960,1808,53,CERRADA
802878,_Q,2024,1,962,1285,64,CERRADA
801388,03,2024,1,966,2020,35,CERRADA
802899,J,2024,1,970,1293,37,CERRADA
800659,10,2024,1,972,1291,35,CERRADA
802922,F2,2024,1,1034,1298,64,CERRADA
802927,M1,2024,1,1056,1301,35,CERRADA
800675,E5,2024,1,1084,1307,65,CERRADA
802952,M,2024,1,1084,1308,59,CERRADA
800313,Y,2024,1,1101,1312,32,CERRADA
801788,3,2024,1,2007,2420,41,CERRADA
803008,R,2024,1,3022,1325,33,CERRADA
800327,_G,2024,1,3116,1326,43,CERRADA
800334,_N,2024,1,3658,1333,31,CERRADA
801440,.G,2024,1,5003,2072,36,CERRADA
801807,I2,2024,1,5003,2439,54,CERRADA
803074,U,2024,1,5015,1347,38,CERRADA
803084,F+,2024,1,7905,1350,33,CERRADA
801083,O+,2024,1,7905,1715,40,CERRADA
801824,Y,2024,1,7984,2456,32,CERRADA
803112,6+,2024,1,7986,1358,61,CERRADA
800368,.A,2024,2,1,1000,27,CERRADA
802084,R-,2024,2,120,1036,24,CERRADA
800039,6,2024,2,123,1038,36,CERRADA
800791,H,2024,2,209,1423,36,CERRADA
800074,E2,2024,2,235,1073,29,CERRADA
802207,A+,2024,2,236,1076,23,CERRADA
801926,N+,2024,2,258,2558,21,CERRADA
800098,K1,2024,2,285,1097,22,CERRADA
801958,6,2024,2,362,2590,34,CERRADA
802560,X,2024,2,530,1185,31,CERRADA
802591,1-,2024,2,610,1196,35,CERRADA
802606,A,2024,2,630,1200,37,CERRADA
801319,_3,2024,2,657,1951,40,CERRADA
802687,S,2024,2,665,1226,20,CERRADA
801731,15,2024,2,777,2363,22,CERRADA
801738,B2,2024,2,787,2370,21,CERRADA
801384,.I,2024,2,879,2016,30,CERRADA
802883,I1,2024,2,964,1288,36,CERRADA
801758,N2,2024,2,969,2390,23,CERRADA
800662,5,2024,2,980,1294,41,CERRADA
801767,W,2024,2,1034,2399,30,CERRADA
802939,F,2024,2,1071,1304,39,CERRADA
803158,_J,2024,2,1094,1120,40,CERRADA
800314,Y1,2024,2,2001,1313,35,CERRADA
802985,N+,2024,2,2005,1319,43,CERRADA
802991,.S,2024,2,2007,1321,40,CERRADA
800691,P4,2024,2,2035,1323,39,CERRADA
803029,_2,2024,2,3656,1332,36,CERRADA
801451,6,2024,2,7913,2083,30,CERRADA
801455,B,2024,2,7982,2087,20,CERRADA
803136,Y,2024,2,7999,1365,29,CERRADA
800012,.P,2024,3,22,1011,32,CERRADA
800748,Q,2024,3,28,1380,17,CERRADA
801120,C1,2024,3,69,1752,23,CERRADA
801130,H3,2024,3,92,1762,20,CERRADA
801500,01,2024,3,107,2132,21,CERRADA
801163,04,2024,3,214,1795,29,CERRADA
802228,K1,2024,3,243,1081,22,CERRADA
800084,F3,2024,3,245,1083,15,CERRADA
802256,1,2024,3,258,1090,19,CERRADA
802274,I,2024,3,283,1097,32,CERRADA
801942,_I,2024,3,316,2574,33,CERRADA
800844,E5,2024,3,322,1476,32,CERRADA
802362,_E,2024,3,364,1123,27,CERRADA
802376,06,2024,3,370,1128,30,CERRADA
802433,03,2024,3,421,1146,33,CERRADA
802445,1,2024,3,431,1149,18,CERRADA
803181,E2,2024,3,431,1942,22,CERRADA
802450,B,2024,3,432,1152,28,CERRADA
801636,H,2024,3,469,2268,24,CERRADA
801666,.K,2024,3,614,2298,31,CERRADA
802654,07,2024,3,654,1215,31,CERRADA
801316,V,2024,3,654,1948,27,CERRADA
802747,B3,2024,3,722,1244,33,CERRADA
802763,S-,2024,3,735,1249,17,CERRADA
800623,H3,2024,3,770,1255,18,CERRADA
802798,B3,2024,3,774,1260,17,CERRADA
802885,_3,2024,3,966,1287,31,CERRADA
801782,02,2024,3,2001,2414,28,CERRADA
800687,N-,2024,3,2007,1319,16,CERRADA
801068,E1,2024,3,3658,1700,33,CERRADA
803105,M3,2024,3,7984,1356,19,CERRADA
800725,C+,2024,3,7986,1357,17,CERRADA
802047,.T,2024,4,82,1026,17,CERRADA
801869,M4,2024,4,114,2501,24,CERRADA
801872,O-,2024,4,120,2504,25,CERRADA
800772,11,2024,4,122,1404,18,CERRADA
800410,Q,2024,4,154,1042,17,CERRADA
800068,D5,2024,4,222,1067,23,CERRADA
800090,H3,2024,4,254,1089,20,CERRADA
801562,15,2024,4,281,2194,27,CERRADA
802308,_2,2024,4,316,1106,27,CERRADA
802380,D-,2024,4,371,1130,29,CERRADA
802436,N3,2024,4,423,1146,26,CERRADA
801297,F3,2024,4,612,1929,22,CERRADA
800259,H3,2024,4,773,1258,15,CERRADA
800267,K1,2024,4,781,1266,18,CERRADA
801737,B+,2024,4,786,2369,26,CERRADA
803042,01,2024,4,3664,1337,17,CERRADA
801075,J,2024,4,5008,1707,18,CERRADA
803064,G,2024,4,5011,1343,24,CERRADA
801085,P3,2024,4,7935,1717,22,CERRADA
801106,02,2024,5,9,1738,40,CERRADA
800007,.I,2024,5,11,1006,33,CERRADA
801998,1-,2024,5,18,1010,54,CERRADA
801999,P4,2024,5,18,1011,54,CERRADA
802005,_1,2024,5,22,1012,44,CERRADA
801498,.O,2024,5,101,2130,56,CERRADA
801865,K1,2024,5,101,2497,60,CERRADA
802096,K1,2024,5,150,1040,64,CERRADA
802134,M1,2024,5,201,1053,63,CERRADA
802150,H3,2024,5,209,1058,50,CERRADA
801897,09,2024,5,214,2529,58,CERRADA
801535,P-,2024,5,221,2167,59,CERRADA
801169,5,2024,5,222,1801,36,CERRADA
801538,R+,2024,5,230,2170,65,CERRADA
801906,B+,2024,5,232,2538,40,CERRADA
800078,EI,2024,5,239,1077,53,CERRADA
802233,B2,2024,5,244,1084,46,CERRADA
800819,.B,2024,5,246,1451,39,CERRADA
801561,12,2024,5,280,2193,41,CERRADA
802270,.L,2024,5,282,1095,40,CERRADA
801564,6+,2024,5,283,2196,53,CERRADA
800833,9,2024,5,286,1465,40,CERRADA
801578,F1,2024,5,322,2210,45,CERRADA
800478,_K,2024,5,324,1110,62,CERRADA
801213,.A,2024,5,332,1845,30,CERRADA
801948,.L,2024,5,335,2580,57,CERRADA
801950,.T,2024,5,348,2582,63,CERRADA
803149,Q,2024,5,356,1215,64,CERRADA
800123,P1,2024,5,362,1122,51,CERRADA
800500,C-,2024,5,388,1132,56,CERRADA
801601,_4,2024,5,388,2233,63,CERRADA
801238,E4,2024,5,396,1870,39,CERRADA
802415,F2,2024,5,410,1141,56,CERRADA
800146,Z,2024,5,421,1145,30,CERRADA
801616,1+,2024,5,428,2248,45,CERRADA
801622,A,2024,5,436,2254,47,CERRADA
801625,B1,2024,5,441,2257,61,CERRADA
802496,D4,2024,5,460,1165,35,CERRADA
800167,_P,2024,5,462,1166,51,CERRADA
801640,K2,2024,5,486,2272,44,CERRADA
801274,.T,2024,5,502,1906,60,CERRADA
802536,L,2024,5,511,1178,36,CERRADA
802555,M4,2024,5,526,1184,48,CERRADA
800922,W,2024,5,550,1554,65,CERRADA
800189,04,2024,5,560,1188,34,CERRADA
801290,D-,2024,5,560,1922,37,CERRADA
801298,H,2024,5,613,1930,57,CERRADA
800573,M3,2024,5,639,1205,50,CERRADA
802636,M,2024,5,643,1210,47,CERRADA
801315,T,2024,5,653,1947,65,CERRADA
802671,D2,2024,5,659,1221,61,CERRADA
801691,F2,2024,5,663,2323,48,CERRADA
802702,P-,2024,5,672,1230,64,CERRADA
802724,S,2024,5,706,1236,60,CERRADA
802727,Q+,2024,5,707,1237,65,CERRADA
800243,E2,2024,5,720,1242,56,CERRADA
802743,I1,2024,5,720,1242,64,CERRADA
802749,1-,2024,5,724,1244,63,CERRADA
802753,03,2024,5,729,1246,49,CERRADA
802782,F-,2024,5,769,1255,42,CERRADA
802788,R,2024,5,771,1256,55,CERRADA
800626,K2,2024,5,773,1258,44,CERRADA
802807,T+,2024,5,777,1262,41,CERRADA
801010,D5,2024,5,795,1642,47,CERRADA
800645,_E,2024,5,797,1277,37,CERRADA
801380,_M,2024,5,798,2012,40,CERRADA
800285,N3,2024,5,962,1284,58,CERRADA
802888,.F,2024,5,967,1288,32,CERRADA
802902,M3,2024,5,972,1293,52,CERRADA
802919,08,2024,5,1025,1297,62,CERRADA
802974,09,2024,5,2002,1315,36,CERRADA
801796,C1,2024,5,3118,2428,55,CERRADA
803034,15,2024,5,3658,1333,54,CERRADA
801439,.C,2024,5,3710,2071,50,CERRADA
801806,H3,2024,5,3710,2438,43,CERRADA
803053,G1,2024,5,5007,1339,32,CERRADA
800345,.I,2024,5,5014,1344,36,CERRADA
803103,04,2024,5,7983,1356,61,CERRADA
803108,L-,2024,5,7985,1356,47,CERRADA
803113,H,2024,5,7986,1359,55,CERRADA
800728,D4,2024,5,7989,1360,30,CERRADA
803125,F+,2024,5,7991,1362,33,CERRADA
801840,07,2024,6,9,2472,37,CERRADA
802017,_F,2024,6,39,1016,22,CERRADA
800392,E1,2024,6,82,1024,35,CERRADA
802086,D5,2024,6,120,1038,30,CERRADA
800784,D3,2024,6,198,1416,30,CERRADA
801894,.U,2024,6,211,2526,31,CERRADA
802161,B-,2024,6,213,1061,33,CERRADA
802196,6-,2024,6,233,1071,34,CERRADA
802211,9,2024,6,237,1078,31,CERRADA
801183,F+,2024,6,243,1815,35,CERRADA
800093,I2,2024,6,280,1092,41,CERRADA
800471,V,2024,6,307,1103,45,CERRADA
800105,M+,2024,6,311,1104,39,CERRADA
802312,N-,2024,6,318,1108,34,CERRADA
802377,09,2024,6,370,1129,26,CERRADA
801599,Y1,2024,6,382,2231,33,CERRADA
800506,E5,2024,6,409,1138,20,CERRADA
802431,E1,2024,6,419,1146,20,CERRADA
802473,.B,2024,6,442,1159,22,CERRADA
802476,06,2024,6,450,1160,26,CERRADA
802512,D2,2024,6,482,1170,41,CERRADA
800191,06,2024,6,601,1190,30,CERRADA
800192,07,2024,6,603,1191,33,CERRADA
800932,.C,2024,6,614,1564,30,CERRADA
801674,13,2024,6,639,2306,31,CERRADA
800208,6,2024,6,642,1207,30,CERRADA
802651,Y,2024,6,653,1214,22,CERRADA
800217,A1,2024,6,656,1216,20,CERRADA
801333,07,2024,6,676,1965,26,CERRADA
801334,1,2024,6,687,1966,23,CERRADA
800612,C,2024,6,724,1244,20,CERRADA
801733,6+,2024,6,779,2365,38,CERRADA
802851,_N,2024,6,795,1278,44,CERRADA
800308,T+,2024,6,1084,1307,34,CERRADA
801059,A+,2024,6,2036,1691,36,CERRADA
800698,Z,2024,6,3606,1330,32,CERRADA
800339,.A,2024,6,5003,1338,31,CERRADA
801112,3,2024,7,19,1744,24,CERRADA
802012,D2,2024,7,28,1015,20,CERRADA
801116,A1,2024,7,30,1748,15,CERRADA
800397,H1,2024,7,101,1029,26,CERRADA
801137,N,2024,7,118,1769,21,CERRADA
802087,F+,2024,7,122,1037,35,CERRADA
800776,7,2024,7,152,1408,20,CERRADA
800434,11,2024,7,221,1066,19,CERRADA
800076,E4,2024,7,237,1075,31,CERRADA
800810,Y,2024,7,237,1442,31,CERRADA
800813,_B,2024,7,240,1445,20,CERRADA
802241,B,2024,7,248,1086,32,CERRADA
801557,03,2024,7,252,2189,32,CERRADA
801928,O+,2024,7,280,2560,35,CERRADA
801565,8,2024,7,284,2197,15,CERRADA
800837,B3,2024,7,302,1469,21,CERRADA
801219,03,2024,7,354,1851,33,CERRADA
800497,A3,2024,7,380,1129,19,CERRADA
801621,7,2024,7,434,2253,19,CERRADA
800165,_N,2024,7,458,1164,30,CERRADA
802518,J2,2024,7,486,1173,23,CERRADA
801670,04,2024,7,634,2302,35,CERRADA
802661,F,2024,7,656,1217,21,CERRADA
800589,_F,2024,7,662,1221,31,CERRADA
802705,J1,2024,7,674,1231,32,CERRADA
802751,G1,2024,7,724,1246,30,CERRADA
800998,13,2024,7,778,1630,19,CERRADA
802879,I2,2024,7,962,1286,33,CERRADA
801765,S+,2024,7,1023,2397,23,CERRADA
800726,D,2024,7,7987,1358,25,CERRADA
800412,R1,2024,8,170,1044,19,CERRADA
801148,Y,2024,8,173,1780,19,CERRADA
802183,I,2024,8,222,1067,28,CERRADA
801175,B3,2024,8,235,1807,16,CERRADA
802206,_P,2024,8,236,1075,25,CERRADA
802227,.L,2024,8,242,1083,22,CERRADA
802313,E,2024,8,318,1109,25,CERRADA
800131,R+,2024,8,382,1130,21,CERRADA
800499,B3,2024,8,386,1131,20,CERRADA
800892,B+,2024,8,442,1524,21,CERRADA
802528,Q-,2024,8,508,1175,19,CERRADA
801678,9,2024,8,644,2310,26,CERRADA
802845,_O,2024,8,794,1274,30,CERRADA
801054,12,2024,8,2007,1686,17,CERRADA
802990,B+,2024,8,2007,1320,25,CERRADA
803048,S,2024,8,3710,1338,21,CERRADA
801088,R1,2024,8,7982,1720,17,CERRADA
800731,E4,2024,8,7994,1363,15,CERRADA
801976,E2,2025,1,6,1003,41,CERRADA
801980,Q+,2025,1,8,1005,55,CERRADA
801479,P1,2025,1,19,2111,61,CERRADA
802010,Q,2025,1,28,1013,32,CERRADA
800749,R,2025,1,30,1381,52,CERRADA
801854,D2,2025,1,69,2486,39,CERRADA
802030,D3,2025,1,71,1020,45,CERRADA
802040,M1,2025,1,75,1023,65,CERRADA
801497,.K,2025,1,92,2129,58,CERRADA
802066,05,2025,1,103,1032,34,CERRADA
801135,M+,2025,1,114,1767,45,CERRADA
802078,D5,2025,1,116,1035,53,CERRADA
801871,N3,2025,1,118,2503,55,CERRADA
802083,T,2025,1,118,1038,45,CERRADA
800404,M3,2025,1,120,1036,64,CERRADA
801506,2,2025,1,122,2138,63,CERRADA
802102,H1,2025,1,152,1043,54,CERRADA
802106,E2,2025,1,156,1043,51,CERRADA
801513,B3,2025,1,170,2145,40,CERRADA
801147,V,2025,1,172,1779,30,CERRADA
801155,_N,2025,1,204,1787,34,CERRADA
802146,6-,2025,1,208,1057,57,CERRADA
800423,_O,2025,1,208,1055,37,CERRADA
801892,.N,2025,1,209,2524,52,CERRADA
801159,.K,2025,1,210,1791,53,CERRADA
802156,L-,2025,1,211,1060,33,CERRADA
802166,P,2025,1,214,1063,56,CERRADA
802169,N3,2025,1,216,1064,41,CERRADA
801543,Z,2025,1,236,2175,48,CERRADA
802209,05,2025,1,237,1076,62,CERRADA
803191,B+,2025,1,237,2569,36,CERRADA
802225,P5,2025,1,242,1081,33,CERRADA
800820,.F,2025,1,248,1452,64,CERRADA
801189,K1,2025,1,250,1821,35,CERRADA
802261,.N,2025,1,262,1092,42,CERRADA
