SECCION_ID_SECCION,SECCION_CURSO_ID_CURSO,SECCION_ANIO,SECCION_CICLO,PERIODO_ID_PERIODO,DIA_ID_DIA,SALON_ID_SALON,SALON_EDIFICIO_ID_EDIFICIO
800186,530,2023,1,28,1,77,12
800186,530,2023,1,35,1,77,12
800199,620,2023,1,28,1,93,11
800199,620,2023,1,35,1,93,11
800210,644,2023,1,28,1,21,2
800210,644,2023,1,35,1,21,2
800284,960,2023,1,14,1,76,2
800284,960,2023,1,56,1,76,2
800338,3710,2023,1,14,1,77,12
800338,3710,2023,1,56,1,77,12
800340,5007,2023,1,28,1,4,11
800340,5007,2023,1,35,1,4,11
800360,7988,2023,1,28,1,76,2
800360,7988,2023,1,35,1,76,2
800413,172,2023,1,14,1,4,11
800413,172,2023,1,56,1,4,11
800426,211,2023,1,28,1,6,6
800426,211,2023,1,35,1,6,6
800445,239,2023,1,14,1,85,2
800445,239,2023,1,56,1,85,2
800460,280,2023,1,28,1,85,2
800460,280,2023,1,35,1,85,2
800518,432,2023,1,14,1,58,2
800518,432,2023,1,56,1,58,2
800533,460,2023,1,14,1,22,4
800533,460,2023,1,56,1,22,4
800554,532,2023,1,14,1,67,12
800554,532,2023,1,56,1,67,12
800558,601,2023,1,14,1,95,2
800558,601,2023,1,56,1,95,2
800590,663,2023,1,14,1,53,10
800590,663,2023,1,56,1,53,10
800655,967,2023,1,28,1,88,3
800655,967,2023,1,35,1,88,3
800683,2003,2023,1,28,1,81,4
800683,2003,2023,1,35,1,81,4
800692,2036,2023,1,14,1,81,4
800692,2036,2023,1,56,1,81,4
800699,3656,2023,1,14,1,87,5
800699,3656,2023,1,56,1,87,5
800701,3658,2023,1,14,1,5,2
800701,3658,2023,1,56,1,5,2
800704,3669,2023,1,14,1,57,6
800704,3669,2023,1,56,1,57,6
800747,27,2023,1,28,1,48,8
800747,27,2023,1,35,1,48,8
800799,219,2023,1,14,1,94,6
800799,219,2023,1,56,1,94,6
800855,360,2023,1,28,1,87,5
800855,360,2023,1,35,1,87,5
801012,797,2023,1,28,1,100,6
801012,797,2023,1,35,1,100,6
801078,5012,2023,1,28,1,64,2
801078,5012,2023,1,35,1,64,2
801101,9000,2023,1,28,1,94,6
801101,9000,2023,1,35,1,94,6
801140,123,2023,1,28,1,67,12
801140,123,2023,1,35,1,67,12
801312,649,2023,1,28,1,89,6
801312,649,2023,1,35,1,89,6
801359,772,2023,1,28,1,7,6
801359,772,2023,1,35,1,7,6
801382,808,2023,1,28,1,86,2
801382,808,2023,1,35,1,86,2
801457,7984,2023,1,28,1,99,2
801457,7984,2023,1,35,1,99,2
801458,7985,2023,1,28,1,63,11
801458,7985,2023,1,35,1,63,11
801464,7993,2023,1,28,1,22,4
801464,7993,2023,1,35,1,22,4
801505,120,2023,1,28,1,66,10
801505,120,2023,1,35,1,66,10
801548,241,2023,1,14,1,92,1
801548,241,2023,1,56,1,92,1
801735,781,2023,1,14,1,66,10
801735,781,2023,1,56,1,66,10
801759,970,2023,1,14,1,6,6
801759,970,2023,1,56,1,6,6
801768,1056,2023,1,28,1,72,11
801768,1056,2023,1,35,1,72,11
801826,7986,2023,1,14,1,20,12
801826,7986,2023,1,56,1,20,12
801914,240,2023,1,28,1,97,2
801914,240,2023,1,35,1,97,2
801961,368,2023,1,28,1,96,2
801961,368,2023,1,35,1,96,2
801989,11,2023,1,14,1,41,12
801989,11,2023,1,56,1,41,12
802031,71,2023,1,14,1,56,10
802031,71,2023,1,56,1,56,10
802037,74,2023,1,28,1,58,2
802037,74,2023,1,35,1,58,2
802094,147,2023,1,28,1,16,6
802094,147,2023,1,35,1,16,6
802162,213,2023,1,28,1,53,10
802162,213,2023,1,35,1,53,10
802175,219,2023,1,28,1,2,2
802175,219,2023,1,35,1,2,2
802217,239,2023,1,28,1,46,4
802217,239,2023,1,35,1,46,4
802272,283,2023,1,28,1,95,2
802272,283,2023,1,35,1,95,2
802286,288,2023,1,28,1,14,6
802286,288,2023,1,35,1,14,6
802383,380,2023,1,28,1,5,2
802383,380,2023,1,35,1,5,2
802388,386,2023,1,28,1,32,6
802388,386,2023,1,35,1,32,6
802430,419,2023,1,28,1,27,10
802430,419,2023,1,35,1,27,10
802493,458,2023,1,14,1,84,2
802493,458,2023,1,56,1,84,2
802513,482,2023,1,14,1,72,11
802513,482,2023,1,56,1,72,11
802519,502,2023,1,28,1,10,4
802519,502,2023,1,35,1,10,4
802524,504,2023,1,14,1,68,2
802524,504,2023,1,56,1,68,2
802553,524,2023,1,28,1,25,6
802553,524,2023,1,35,1,25,6
802630,640,2023,1,14,1,39,6
802630,640,2023,1,56,1,39,6
802681,663,2023,1,28,1,69,10
802681,663,2023,1,35,1,69,10
802682,664,2023,1,28,1,39,6
802682,664,2023,1,35,1,39,6
802688,666,2023,1,28,1,50,6
802688,666,2023,1,35,1,50,6
802708,676,2023,1,28,1,74,4
802708,676,2023,1,35,1,74,4
802736,712,2023,1,28,1,57,6
802736,712,2023,1,35,1,57,6
802758,732,2023,1,28,1,36,2
802758,732,2023,1,35,1,36,2
802903,974,2023,1,28,1,54,2
802903,974,2023,1,35,1,54,2
802935,1065,2023,1,14,1,93,11
802935,1065,2023,1,56,1,93,11
803031,3657,2023,1,28,1,26,4
803031,3657,2023,1,35,1,26,4
803066,5012,2023,1,28,1,59,6
803066,5012,2023,1,35,1,59,6
803118,7988,2023,1,14,1,74,4
803118,7988,2023,1,56,1,74,4
803135,7995,2023,1,28,1,90,2
803135,7995,2023,1,35,1,90,2
803138,7999,2023,1,28,1,18,6
803138,7999,2023,1,35,1,18,6
803166,7980,2023,1,28,1,30,10
803166,7980,2023,1,35,1,30,10
803167,712,2023,1,28,1,79,7
803167,712,2023,1,35,1,79,7
803195,787,2023,1,14,1,36,2
803195,787,2023,1,56,1,36,2
800045,170,2023,2,7,6,2,2
800073,234,2023,2,7,6,73,6
800082,243,2023,2,7,6,46,4
800089,252,2023,2,7,6,19,2
800097,284,2023,2,7,6,31,2
800182,522,2023,2,7,6,33,6
800245,724,2023,2,7,6,76,2
800303,1065,2023,2,7,6,68,2
800542,506,2023,2,7,6,20,12
800548,520,2023,2,7,6,41,12
800605,707,2023,2,7,6,93,11
800647,799,2023,2,14,6,100,6
800727,7988,2023,2,14,6,73,6
800815,242,2023,2,14,6,2,2
801150,196,2023,2,14,6,58,2
801278,510,2023,2,14,6,44,2
801294,606,2023,2,7,6,44,2
801313,650,2023,2,7,6,58,2
801491,75,2023,2,14,6,68,2
801496,90,2023,2,7,6,61,2
801569,289,2023,2,7,6,86,2
801965,380,2023,2,7,6,13,12
802052,89,2023,2,7,6,6,6
802071,112,2023,2,14,6,81,4
802177,220,2023,2,7,6,22,4
802184,222,2023,2,7,6,100,6
802271,282,2023,2,7,6,81,4
802275,283,2023,2,7,6,29,2
802367,366,2023,2,7,6,48,8
802403,394,2023,2,7,6,97,2
802522,504,2023,2,14,6,88,3
802543,513,2023,2,14,6,53,10
802814,779,2023,2,7,6,88,3
802832,788,2023,2,7,6,17,6
802917,1023,2023,2,7,6,91,11
802947,1076,2023,2,7,6,49,11
802955,1091,2023,2,14,6,20,12
800194,608,2023,3,7,5,29,2
800206,639,2023,3,7,5,19,2
800481,346,2023,3,7,5,73,6
800719,7980,2023,3,14,5,73,6
800886,433,2023,3,7,5,44,2
801034,1056,2023,3,7,5,91,11
801208,316,2023,3,14,5,61,2
801770,1060,2023,3,14,5,22,4
802131,200,2023,3,7,5,33,6
802465,440,2023,3,7,5,31,2
802617,636,2023,3,7,5,13,12
802793,772,2023,3,14,5,44,2
802854,796,2023,3,14,5,91,11
803023,3123,2023,3,7,5,17,6
800214,653,2023,4,7,6,73,6
800263,777,2023,4,7,6,61,2
801018,960,2023,4,7,6,44,2
801318,656,2023,4,7,6,49,11
801477,17,2023,4,7,6,100,6
801542,235,2023,4,7,6,81,4
801637,472,2023,4,7,6,89,6
801648,513,2023,4,7,6,91,11
801791,2025,2023,4,7,6,19,2
802149,209,2023,4,7,6,33,6
802178,220,2023,4,7,6,31,2
802179,220,2023,4,14,6,44,2
802423,416,2023,4,7,6,13,12
802875,960,2023,4,7,6,29,2
800053,202,2023,5,28,2,86,2
800053,202,2023,5,35,2,86,2
800117,352,2023,5,28,2,68,2
800117,352,2023,5,35,2,68,2
800207,640,2023,5,28,2,92,1
800207,640,2023,5,35,2,92,1
800218,657,2023,5,28,2,100,6
800218,657,2023,5,35,2,100,6
800280,799,2023,5,14,2,20,12
800280,799,2023,5,56,2,20,12
800299,1034,2023,5,28,2,4,11
800299,1034,2023,5,35,2,4,11
800311,1094,2023,5,28,2,21,2
800311,1094,2023,5,35,2,21,2
800323,2025,2023,5,14,2,56,10
800323,2025,2023,5,56,2,56,10
800364,7994,2023,5,28,2,97,2
800364,7994,2023,5,35,2,97,2
800369,5,2023,5,28,2,93,11
800369,5,2023,5,35,2,93,11
800427,212,2023,5,28,2,88,3
800427,212,2023,5,35,2,88,3
800454,249,2023,5,28,2,57,6
800454,249,2023,5,35,2,57,6
800492,366,2023,5,28,2,10,4
800492,366,2023,5,35,2,10,4
800496,371,2023,5,28,2,76,2
800496,371,2023,5,35,2,76,2
800503,394,2023,5,14,2,96,2
800503,394,2023,5,56,2,96,2
800537,476,2023,5,28,2,89,6
800537,476,2023,5,35,2,89,6
800674,1077,2023,5,28,2,25,6
800674,1077,2023,5,35,2,25,6
800724,7985,2023,5,28,2,63,11
800724,7985,2023,5,35,2,63,11
800824,254,2023,5,28,2,81,4
800824,254,2023,5,35,2,81,4
800865,382,2023,5,28,2,99,2
800865,382,2023,5,35,2,99,2
800915,520,2023,5,14,2,92,1
800915,520,2023,5,56,2,92,1
800934,630,2023,5,28,2,85,2
800934,630,2023,5,35,2,85,2
800943,643,2023,5,28,2,67,12
800943,643,2023,5,35,2,67,12
800978,722,2023,5,28,2,16,6
800978,722,2023,5,35,2,16,6
801006,789,2023,5,28,2,56,10
801006,789,2023,5,35,2,56,10
801013,798,2023,5,28,2,2,2
801013,798,2023,5,35,2,2,2
801126,82,2023,5,28,2,77,12
801126,82,2023,5,35,2,77,12
801149,193,2023,5,28,2,87,5
801149,193,2023,5,35,2,87,5
801234,388,2023,5,14,2,15,2
801234,388,2023,5,56,2,15,2
801255,436,2023,5,28,2,30,10
801255,436,2023,5,35,2,30,10
801292,601,2023,5,14,2,95,2
801292,601,2023,5,56,2,95,2
801386,962,2023,5,28,2,94,6
801386,962,2023,5,35,2,94,6
801519,200,2023,5,28,2,6,6
801519,200,2023,5,35,2,6,6
801568,288,2023,5,14,2,30,10
801568,288,2023,5,56,2,30,10
801575,316,2023,5,28,2,66,10
801575,316,2023,5,35,2,66,10
801595,369,2023,5,28,2,72,11
801595,369,2023,5,35,2,72,11
801633,458,2023,5,28,2,84,2
801633,458,2023,5,35,2,84,2
801689,660,2023,5,28,2,95,2
801689,660,2023,5,35,2,95,2
801801,3657,2023,5,28,2,39,6
801801,3657,2023,5,35,2,39,6
801820,7980,2023,5,28,2,32,6
801820,7980,2023,5,35,2,32,6
801864,92,2023,5,28,2,22,4
801864,92,2023,5,35,2,22,4
801874,123,2023,5,28,2,74,4
801874,123,2023,5,35,2,74,4
801936,289,2023,5,28,2,64,2
801936,289,2023,5,35,2,64,2
801988,11,2023,5,14,2,77,12
801988,11,2023,5,56,2,77,12
802021,40,2023,5,14,2,89,6
802021,40,2023,5,56,2,89,6
802029,71,2023,5,28,2,20,12
802029,71,2023,5,35,2,20,12
802043,80,2023,5,28,2,14,6
802043,80,2023,5,35,2,14,6
802048,84,2023,5,14,2,4,11
802048,84,2023,5,56,2,4,11
802079,116,2023,5,14,2,81,4
802079,116,2023,5,56,2,81,4
802093,147,2023,5,28,2,36,2
802093,147,2023,5,35,2,36,2
802230,243,2023,5,14,2,85,2
802230,243,2023,5,56,2,85,2
802300,307,2023,5,28,2,54,2
802300,307,2023,5,35,2,54,2
802322,324,2023,5,14,2,5,2
802322,324,2023,5,56,2,5,2
802347,356,2023,5,28,2,26,4
802347,356,2023,5,35,2,26,4
802374,369,2023,5,28,2,41,12
802374,369,2023,5,35,2,41,12
802424,416,2023,5,28,2,59,6
802424,416,2023,5,35,2,59,6
802472,442,2023,5,28,2,50,6
802472,442,2023,5,35,2,50,6
802535,511,2023,5,28,2,90,2
802535,511,2023,5,35,2,90,2
802579,601,2023,5,28,2,48,8
802579,601,2023,5,35,2,48,8
802646,650,2023,5,28,2,7,6
802646,650,2023,5,35,2,7,6
802713,687,2023,5,28,2,79,7
802713,687,2023,5,35,2,79,7
802744,720,2023,5,28,2,5,2
802744,720,2023,5,35,2,5,2
802831,787,2023,5,28,2,27,10
802831,787,2023,5,35,2,27,10
802852,796,2023,5,28,2,15,2
802852,796,2023,5,35,2,15,2
802857,797,2023,5,14,2,88,3
802857,797,2023,5,56,2,88,3
802901,972,2023,5,14,2,69,10
802901,972,2023,5,56,2,69,10
802980,2004,2023,5,28,2,96,2
802980,2004,2023,5,35,2,96,2
803001,2025,2023,5,28,2,18,6
803001,2025,2023,5,35,2,18,6
803036,3658,2023,5,28,2,9,6
803036,3658,2023,5,35,2,9,6
803088,7935,2023,5,28,2,69,10
803088,7935,2023,5,35,2,69,10
803102,7983,2023,5,14,2,64,2
803102,7983,2023,5,56,2,64,2
803109,7985,2023,5,14,2,22,4
803109,7985,2023,5,56,2,22,4
803161,667,2023,5,14,2,76,2
803161,667,2023,5,56,2,76,2
803163,239,2023,5,14,2,67,12
803163,239,2023,5,56,2,67,12
800061,213,2023,6,14,6,100,6
800276,795,2023,6,7,6,68,2
800325,2036,2023,6,14,6,19,2
800535,469,2023,6,14,6,20,12
800851,352,2023,6,7,6,19,2
800878,418,2023,6,14,6,22,4
800897,455,2023,6,14,6,68,2
800926,603,2023,6,14,6,73,6
800976,719,2023,6,7,6,33,6
801070,3664,2023,6,7,6,76,2
801080,5015,2023,6,7,6,31,2
801143,152,2023,6,7,6,20,12
801152,200,2023,6,14,6,44,2
801162,213,2023,6,7,6,13,12
801191,254,2023,6,7,6,2,2
801198,284,2023,6,7,6,81,4
801218,352,2023,6,7,6,44,2
801308,640,2023,6,7,6,29,2
801405,1071,2023,6,7,6,61,2
801597,371,2023,6,14,6,41,12
801719,738,2023,6,14,6,81,4
801728,774,2023,6,7,6,17,6
801915,241,2023,6,7,6,49,11
802018,39,2023,6,7,6,93,11
802064,103,2023,6,14,6,91,11
802139,204,2023,6,7,6,91,11
802260,262,2023,6,7,6,100,6
802361,362,2023,6,7,6,21,2
802400,394,2023,6,7,6,89,6
802539,512,2023,6,14,6,76,2
802729,707,2023,6,7,6,86,2
802752,729,2023,6,7,6,46,4
802756,732,2023,6,14,6,21,2
802912,991,2023,6,7,6,73,6
802964,1100,2023,6,14,6,33,6
803114,7987,2023,6,7,6,41,12
800028,90,2023,7,7,5,100,6
800038,122,2023,7,7,5,61,2
800447,241,2023,7,14,5,73,6
800528,453,2023,7,7,5,49,11
800614,732,2023,7,14,5,44,2
800684,2004,2023,7,7,5,29,2
800702,3662,2023,7,14,5,88,3
800780,172,2023,7,7,5,81,4
800925,601,2023,7,14,5,89,6
800997,777,2023,7,7,5,73,6
801258,441,2023,7,14,5,91,11
801412,1094,2023,7,7,5,44,2
801432,3606,2023,7,14,5,19,2
801803,3662,2023,7,7,5,91,11
801849,28,2023,7,7,5,19,2
802237,246,2023,7,7,5,89,6
802291,289,2023,7,7,5,33,6
802475,450,2023,7,7,5,31,2
802862,799,2023,7,7,5,22,4
803184,670,2023,7,14,5,33,6
800092,262,2023,8,7,7,73,6
800115,348,2023,8,14,7,73,6
800282,870,2023,8,14,7,31,2
800607,710,2023,8,7,7,44,2
800635,785,2023,8,7,7,91,11
800738,8,2023,8,7,7,19,2
800993,773,2023,8,7,7,33,6
801025,970,2023,8,14,7,19,2
801442,5008,2023,8,7,7,31,2
801584,349,2023,8,7,7,13,12
801747,798,2023,8,7,7,29,2
802008,27,2023,8,14,7,44,2
802242,248,2023,8,7,7,17,6
802463,437,2023,8,7,7,61,2
802520,502,2023,8,7,7,49,11
802598,613,2023,8,14,7,91,11
802897,970,2023,8,7,7,100,6
802961,1094,2023,8,14,7,100,6
803014,3116,2023,8,7,7,81,4
800065,219,2024,1,14,1,20,12
800065,219,2024,1,56,1,20,12
800081,242,2024,1,28,1,76,2
800081,242,2024,1,35,1,76,2
800087,249,2024,1,28,1,6,6
800087,249,2024,1,35,1,6,6
800124,364,2024,1,28,1,85,2
800124,364,2024,1,35,1,85,2
800132,386,2024,1,28,1,57,6
800132,386,2024,1,35,1,57,6
800169,472,2024,1,14,1,30,10
800169,472,2024,1,56,1,30,10
800171,482,2024,1,28,1,88,3
800171,482,2024,1,35,1,88,3
800261,775,2024,1,28,1,56,10
800261,775,2024,1,35,1,56,10
800270,787,2024,1,28,1,48,8
800270,787,2024,1,35,1,48,8
800313,1101,2024,1,28,1,81,4
800313,1101,2024,1,35,1,81,4
800327,3116,2024,1,14,1,41,12
800327,3116,2024,1,56,1,41,12
800334,3658,2024,1,14,1,81,4
800334,3658,2024,1,56,1,81,4
800377,18,2024,1,28,1,16,6
800377,18,2024,1,35,1,16,6
800407,147,2024,1,14,1,58,2
800407,147,2024,1,56,1,58,2
800432,219,2024,1,28,1,20,12
800432,219,2024,1,35,1,20,12
800459,262,2024,1,14,1,76,2
800459,262,2024,1,56,1,76,2
800485,354,2024,1,28,1,99,2
800485,354,2024,1,35,1,99,2
800517,431,2024,1,28,1,27,10
800517,431,2024,1,35,1,27,10
800580,652,2024,1,28,1,2,2
800580,652,2024,1,35,1,2,2
800581,653,2024,1,28,1,86,2
800581,653,2024,1,35,1,86,2
800611,722,2024,1,28,1,4,11
800611,722,2024,1,35,1,4,11
800659,972,2024,1,28,1,22,4
800659,972,2024,1,35,1,22,4
800675,1084,2024,1,28,1,87,5
800675,1084,2024,1,35,1,87,5
800737,6,2024,1,28,1,58,2
800737,6,2024,1,35,1,58,2
800782,193,2024,1,28,1,89,6
800782,193,2024,1,35,1,89,6
800805,232,2024,1,28,1,67,12
800805,232,2024,1,35,1,67,12
800814,241,2024,1,14,1,2,2
800814,241,2024,1,56,1,2,2
800831,284,2024,1,28,1,77,12
800831,284,2024,1,35,1,77,12
800847,335,2024,1,28,1,30,10
800847,335,2024,1,35,1,30,10
800853,356,2024,1,28,1,94,6
800853,356,2024,1,35,1,94,6
800854,358,2024,1,28,1,14,6
800854,358,2024,1,35,1,14,6
800889,437,2024,1,28,1,84,2
800889,437,2024,1,35,1,84,2
800898,456,2024,1,28,1,68,2
800898,456,2024,1,35,1,68,2
800936,634,2024,1,28,1,46,4
800936,634,2024,1,35,1,46,4
800955,660,2024,1,28,1,53,10
800955,660,2024,1,35,1,53,10
800973,708,2024,1,28,1,41,12
800973,708,2024,1,35,1,41,12
800996,776,2024,1,28,1,66,10
800996,776,2024,1,35,1,66,10
801083,7905,2024,1,14,1,68,2
801083,7905,2024,1,56,1,68,2
801103,5,2024,1,28,1,21,2
801103,5,2024,1,35,1,21,2
801146,170,2024,1,28,1,92,1
801146,170,2024,1,35,1,92,1
801209,318,2024,1,14,1,86,2
801209,318,2024,1,56,1,86,2
801253,433,2024,1,14,1,88,3
801253,433,2024,1,56,1,88,3
801270,472,2024,1,28,1,96,2
801270,472,2024,1,35,1,96,2
801283,522,2024,1,28,1,72,11
801283,522,2024,1,35,1,72,11
801328,667,2024,1,28,1,7,6
801328,667,2024,1,35,1,7,6
801338,706,2024,1,28,1,10,4
801338,706,2024,1,35,1,10,4
801388,966,2024,1,28,1,93,11
801388,966,2024,1,35,1,93,11
801440,5003,2024,1,28,1,97,2
801440,5003,2024,1,35,1,97,2
801470,5,2024,1,28,1,95,2
801470,5,2024,1,35,1,95,2
801518,198,2024,1,14,1,57,6
801518,198,2024,1,56,1,57,6
801525,209,2024,1,28,1,39,6
801525,209,2024,1,35,1,39,6
801576,318,2024,1,28,1,25,6
801576,318,2024,1,35,1,25,6
801630,454,2024,1,14,1,64,2
801630,454,2024,1,56,1,64,2
801660,603,2024,1,14,1,84,2
801660,603,2024,1,56,1,84,2
801788,2007,2024,1,28,1,32,6
801788,2007,2024,1,35,1,32,6
801807,5003,2024,1,28,1,74,4
801807,5003,2024,1,35,1,74,4
801824,7984,2024,1,28,1,5,2
801824,7984,2024,1,35,1,5,2
801853,60,2024,1,14,1,7,6
801853,60,2024,1,56,1,7,6
801856,73,2024,1,14,1,63,11
801856,73,2024,1,56,1,63,11
801883,193,2024,1,14,1,89,6
801883,193,2024,1,56,1,89,6
801918,244,2024,1,28,1,69,10
801918,244,2024,1,35,1,69,10
801920,246,2024,1,28,1,79,7
801920,246,2024,1,35,1,79,7
801930,282,2024,1,28,1,36,2
801930,282,2024,1,35,1,36,2
801955,358,2024,1,28,1,54,2
801955,358,2024,1,35,1,54,2
802014,30,2024,1,14,1,6,6
802014,30,2024,1,56,1,6,6
802022,40,2024,1,28,1,26,4
802022,40,2024,1,35,1,26,4
802070,107,2024,1,14,1,22,4
802070,107,2024,1,56,1,22,4
802095,147,2024,1,28,1,63,11
802095,147,2024,1,35,1,63,11
802186,224,2024,1,14,1,67,12
802186,224,2024,1,56,1,67,12
802290,289,2024,1,28,1,64,2
802290,289,2024,1,35,1,64,2
802333,348,2024,1,28,1,50,6
802333,348,2024,1,35,1,50,6
802351,358,2024,1,14,1,50,6
802351,358,2024,1,56,1,50,6
802408,398,2024,1,28,1,15,2
802408,398,2024,1,35,1,15,2
802435,421,2024,1,14,1,53,10
802435,421,2024,1,56,1,53,10
802569,550,2024,1,14,1,77,12
802569,550,2024,1,56,1,77,12
802624,639,2024,1,28,1,59,6
802624,639,2024,1,35,1,59,6
802684,664,2024,1,28,1,90,2
802684,664,2024,1,35,1,90,2
802703,672,2024,1,28,1,18,6
802703,672,2024,1,35,1,18,6
802801,775,2024,1,28,1,9,6
802801,775,2024,1,35,1,9,6
802858,798,2024,1,28,1,3,2
802858,798,2024,1,35,1,3,2
802878,962,2024,1,14,1,85,2
802878,962,2024,1,56,1,85,2
802899,970,2024,1,28,1,43,2
802899,970,2024,1,35,1,43,2
802922,1034,2024,1,28,1,98,2
802922,1034,2024,1,35,1,98,2
802927,1056,2024,1,28,1,80,6
802927,1056,2024,1,35,1,80,6
802952,1084,2024,1,28,1,24,2
802952,1084,2024,1,35,1,24,2
803008,3022,2024,1,28,1,62,6
803008,3022,2024,1,35,1,62,6
803074,5015,2024,1,28,1,102,6
803074,5015,2024,1,35,1,102,6
803084,7905,2024,1,14,1,46,4
803084,7905,2024,1,56,1,46,4
803112,7986,2024,1,14,1,4,11
803112,7986,2024,1,56,1,4,11
803148,6,2024,1,28,1,82,10
803148,6,2024,1,35,1,82,10
803159,252,2024,1,14,1,93,11
803159,252,2024,1,56,1,93,11
803178,346,2024,1,14,1,87,5
803178,346,2024,1,56,1,87,5
803182,960,2024,1,28,1,78,12
803182,960,2024,1,35,1,78,12
800039,123,2024,2,7,6,58,2
800074,235,2024,2,7,6,100,6
800098,285,2024,2,7,6,44,2
800314,2001,2024,2,7,6,22,4
800368,1,2024,2,7,6,61,2
800662,980,2024,2,7,6,86,2
800691,2035,2024,2,7,6,68,2
800791,209,2024,2,7,6,53,10
801319,657,2024,2,14,6,68,2
801384,879,2024,2,7,6,81,4
801451,7913,2024,2,7,6,89,6
801455,7982,2024,2,7,6,73,6
801731,777,2024,2,7,6,91,11
801738,787,2024,2,7,6,19,2
801758,969,2024,2,14,6,19,2
801767,1034,2024,2,7,6,88,3
801926,258,2024,2,14,6,44,2
801958,362,2024,2,7,6,2,2
802084,120,2024,2,7,6,33,6
802207,236,2024,2,14,6,33,6
802560,530,2024,2,7,6,46,4
802591,610,2024,2,7,6,93,11
802606,630,2024,2,7,6,97,2
802687,665,2024,2,7,6,31,2
802883,964,2024,2,7,6,32,6
802939,1071,2024,2,7,6,20,12
802985,2005,2024,2,14,6,20,12
802991,2007,2024,2,7,6,41,12
803029,3656,2024,2,14,6,58,2
803136,7999,2024,2,7,6,76,2
803158,1094,2024,2,14,6,93,11
800012,22,2024,3,7,5,81,4
800084,245,2024,3,7,5,73,6
800623,770,2024,3,7,5,44,2
800687,2007,2024,3,14,5,73,6
800725,7986,2024,3,14,5,44,2
800748,28,2024,3,7,5,91,11
800844,322,2024,3,7,5,89,6
801068,3658,2024,3,7,5,88,3
801120,69,2024,3,7,5,19,2
801130,92,2024,3,7,5,33,6
801163,214,2024,3,7,5,100,6
801316,654,2024,3,7,5,61,2
801500,107,2024,3,7,5,31,2
801636,469,2024,3,7,5,13,12
801666,614,2024,3,7,5,22,4
801782,2001,2024,3,7,5,49,11
801942,316,2024,3,14,5,89,6
802228,243,2024,3,7,5,29,2
802256,258,2024,3,7,5,17,6
802274,283,2024,3,7,5,58,2
802362,364,2024,3,14,5,61,2
802376,370,2024,3,7,5,53,10
802433,421,2024,3,7,5,2,2
802445,431,2024,3,7,5,46,4
802450,432,2024,3,7,5,68,2
802654,654,2024,3,7,5,93,11
802747,722,2024,3,7,5,86,2
802763,735,2024,3,7,5,97,2
802798,774,2024,3,7,5,32,6
802885,966,2024,3,14,5,81,4
803105,7984,2024,3,7,5,20,12
803181,431,2024,3,7,5,41,12
800068,222,2024,4,14,6,19,2
800090,254,2024,4,7,6,73,6
800259,773,2024,4,7,6,44,2
800267,781,2024,4,7,6,91,11
800410,154,2024,4,7,6,19,2
800772,122,2024,4,7,6,33,6
801075,5008,2024,4,7,6,31,2
801085,7935,2024,4,7,6,13,12
801297,612,2024,4,7,6,29,2
801562,281,2024,4,7,6,61,2
801737,786,2024,4,14,6,29,2
801869,114,2024,4,7,6,17,6
801872,120,2024,4,7,6,49,11
802047,82,2024,4,7,6,100,6
802308,316,2024,4,14,6,61,2
802380,371,2024,4,14,6,100,6
802436,423,2024,4,14,6,17,6
803042,3664,2024,4,7,6,81,4
803064,5011,2024,4,7,6,89,6
800007,11,2024,5,28,2,89,6
800007,11,2024,5,35,2,89,6
800078,239,2024,5,28,2,92,1
800078,239,2024,5,35,2,92,1
800123,362,2024,5,28,2,67,12
800123,362,2024,5,35,2,67,12
800146,421,2024,5,28,2,100,6
800146,421,2024,5,35,2,100,6
800167,462,2024,5,14,2,67,12
800167,462,2024,5,56,2,67,12
800189,560,2024,5,28,2,88,3
800189,560,2024,5,35,2,88,3
800243,720,2024,5,28,2,95,2
800243,720,2024,5,35,2,95,2
800285,962,2024,5,14,2,56,10
800285,962,2024,5,56,2,56,10
800345,5014,2024,5,28,2,58,2
800345,5014,2024,5,35,2,58,2
800478,324,2024,5,14,2,77,12
800478,324,2024,5,56,2,77,12
800500,388,2024,5,28,2,99,2
800500,388,2024,5,35,2,99,2
800573,639,2024,5,28,2,30,10
800573,639,2024,5,35,2,30,10
800626,773,2024,5,28,2,76,2
800626,773,2024,5,35,2,76,2
800645,797,2024,5,14,2,2,2
800645,797,2024,5,56,2,2,2
800728,7989,2024,5,14,2,100,6
800728,7989,2024,5,56,2,100,6
800819,246,2024,5,28,2,68,2
800819,246,2024,5,35,2,68,2
800833,286,2024,5,28,2,93,11
800833,286,2024,5,35,2,93,11
800922,550,2024,5,28,2,85,2
800922,550,2024,5,35,2,85,2
801010,795,2024,5,14,2,64,2
801010,795,2024,5,56,2,64,2
801106,9,2024,5,28,2,86,2
801106,9,2024,5,35,2,86,2
801169,222,2024,5,28,2,53,10
801169,222,2024,5,35,2,53,10
801213,332,2024,5,28,2,81,4
801213,332,2024,5,35,2,81,4
801238,396,2024,5,28,2,97,2
801238,396,2024,5,35,2,97,2
801274,502,2024,5,28,2,4,11
801274,502,2024,5,35,2,4,11
801290,560,2024,5,14,2,46,4
801290,560,2024,5,56,2,46,4
801298,613,2024,5,28,2,14,6
801298,613,2024,5,35,2,14,6
801315,653,2024,5,28,2,87,5
