codigo,curso,seccion,modalidad,edificio,salon,inicio,final,dias,catedratico,auxiliar,detalle
0972,INTELIGENCIA ARTIFICIAL 1,B,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,10:40,LU,FREIRY JAVIER GRAMAJO LOPEZ,ALBERTO KANEC IXCHOP ORDOÑEZ,Sin restricciones
2005,PRACTICAS FINALES INGENIERIA INDUSTRIAL,B,PRESENCIAL,EPS,EPS-1,20:40,21:30,JU,NORMA ILEANA SARMIENTO ZECENA,SIN AUXILIAR,Sin restricciones
2013,PRACTICAS FINALES INGENIERIA ELECTRONICA,B,PRESENCIAL,EPS,EPS-1,20:40,21:30,MA,SERGIO LEONEL GOMEZ BRAVO,SIN AUXILIAR,Sin restricciones
2036,PRACTICAS INTERMEDIAS,B,PRESENCIAL,S-12,104,10:40,12:20,MI,FLORIZA FELIPA AVILA PESQUERA DE MEDINILLA,SIN AUXILIAR,Ver Restricciones
3022,PSICOLOGIA INDUSTRIAL (DIPLOMADO),B,SEMIPRESENCIAL,HIBR,VIRTUAL,08:00,08:50,MA  JU,MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,SIN AUXILIAR,Sin restricciones
3116,MATEMATICA APLICADA 3 (DIPLOMADO),B,PRESENCIAL,T-3,305,09:00,09:50,LU  MI  VI,RENALDO GIRON ALVARADO,SIN AUXILIAR,Sin restricciones
3118,MATEMATICA APLICADA 1 (DIPLOMADO),B,PRESENCIAL,T-3,305,09:50,10:40,LU  MI  VI,RENALDO GIRON ALVARADO,SIN AUXILIAR,Sin restricciones
0089,COMUNICACION ASERTIVA,B,PRESENCIAL,T-3,105,12:10,13:50,SA,CARLOS FERNANDO ENRIQUE LOPEZ GARCIA,SIN AUXILIAR,Sin restricciones
0283,ANALISIS Y DISE\O DE SISTEMAS 1,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,LU,DOUGLAS JOSUE MARTINEZ HUIT,SIN AUXILIAR,Sin restricciones
0720,MODELACION Y SIMULACION 2,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MI,PABLO GERARDO SCHAART CALDERÓN,SIN AUXILIAR,Sin restricciones
0768,INTRODUCCION A LOS ALGORITMOS Y FLUJO DE DATOS,B,PRESENCIAL,T-3,305,10:30,12:10,SA,LUIS FERNANDO FALLA GUZMÁN,SIN AUXILIAR,Sin restricciones
0770,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,B,PRESENCIAL,T-3,310,10:30,12:10,SA,FERNANDO JOSE VICENTE VELASQUEZ,SIN AUXILIAR,Sin restricciones
0771,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MA,DIEGO ANDRES HUITE ALVAREZ,SIN AUXILIAR,Sin restricciones
0772,ESTRUCTURAS DE DATOS,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MI,JENS JEREMY PABLO SOSOF,SIN AUXILIAR,Sin restricciones
0773,MANEJO E IMPLEMENTACION DE ARCHIVOS,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,LU,DANIEL EDUARDO MELLADO AYALA,SIN AUXILIAR,Sin restricciones
0774,SISTEMAS DE BASES DE DATOS 1,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,VI,PAULO VLADEMÍR ARGUETA ORTEGA,SIN AUXILIAR,Sin restricciones
0775,SISTEMAS DE BASES DE DATOS 2,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MI,OTTO ROMAN OLIVAREZ CRUZ,SIN AUXILIAR,Sin restricciones
0777,ORGANIZACION DE LENGUAJES Y COMPILADORES 1,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,LU,FERNANDO MISAEL MORALES ORTIZ,SIN AUXILIAR,Sin restricciones
0778,ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 1,B,PRESENCIAL,T-3,309,13:50,15:30,SA,DIEGO JOSUE GUEVARA ABAJ,SIN AUXILIAR,Sin restricciones
0779,ARQUITECTURA DE COMPUTADORES Y ENSAMBLADORES 2,B,PRESENCIAL,T-3,402,12:10,13:50,SA,LUIS CESAR LIZAMA QUIÑONEZ,SIN AUXILIAR,Sin restricciones
0780,SOFTWARE AVANZADO,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,JU,KEVIN RAÚL POZUELOS ESTRADA,SIN AUXILIAR,Sin restricciones
0781,ORGANIZACION DE LENGUAJES Y COMPILADORES 2,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MA,RUBEN ALEJANDRO RALDA MEJIA,SIN AUXILIAR,Sin restricciones
0785,ANALISIS Y DISE\O DE SISTEMAS 2,B,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,JU,MELYZA ALEJANDRA RODRIGUEZ CONTRERAS,SIN AUXILIAR,Sin restricciones
0797,SEMINARIO DE SISTEMAS I,B,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,MA,MARCO PABLO MAZARIEGOS MACARIO,SIN AUXILIAR,Sin restricciones
0964,ORGANIZACION COMPUTACIONAL,B,PRESENCIAL,T-3,311,07:10,08:50,SA,SERGIO SAUL RALDA MEJIA,SIN AUXILIAR,Sin restricciones
0972,INTELIGENCIA ARTIFICIAL 1,B,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,VI,ALBERTO KANEC IXCHOP ORDOÑEZ,SIN AUXILIAR,Sin restricciones
0603,INVESTIGACION DE OPERACIONES II,B,PRESENCIAL,T-7,101,11:30,12:20,MA  JU,JAVIER ANTONIO CERÓN ROSALES,SIN AUXILIAR,Sin restricciones
0632,INGENIERIA DE PLANTAS,B,PRESENCIAL,T-3,112,07:10,08:50,SA,VICTOR MANUEL AVILA SARMIENTO,SIN AUXILIAR,Sin restricciones
0640,CONTROL DE LA PRODUCCION,B,PRESENCIAL,T-3,316,08:50,10:30,SA,GLADYS MARÍA ESTRADA QUINTANILLA,SIN AUXILIAR,Sin restricciones
0650,CONTABILIDAD 1,B,PRESENCIAL,T-3,215,08:50,10:30,SA,OWEN TORRES RIVERA,SIN AUXILIAR,Sin restricciones
0660,MERCADOTECNIA 1,B,PRESENCIAL,T-3,112,13:50,15:30,SA,JUAN CARLOS GODINEZ OROZCO,SIN AUXILIAR,Sin restricciones
0665,MICROECONOMIA,B,PRESENCIAL,T-3,216,09:00,09:50,JU,JULIO CÉSAR VILLATORO SANABRIA,SIN AUXILIAR,Sin restricciones
0734,ESTADISTICA 2,B,SEMIPRESENCIAL,HIBR,VIRTUAL,09:00,09:50,VI,MARIA JOSE VEGA ORTEGA,SIN AUXILIAR,Sin restricciones
0150,FISICA 1,B+,PRESENCIAL,T-3,209,08:00,08:50,LU  MI JU VI,BRIAN  ENRIQUE CHICOL  MORALES,ANGEL FERNANDO NAJERA CON,Ver Restricciones
0152,FISICA 2,B+,PRESENCIAL,T-1,SA-VIRT,10:40,11:30,LU MA MI  VI,WALTER GIOVANNI ALVAREZ MARROQUIN,JOHAN ESTIVEN SABÁN LÓPEZ,Ver Restricciones
0170,MECANICA ANALITICA 1,B+,PRESENCIAL,T-3,210,12:20,13:10,LU MA MI  VI,CESAR ABIGAIL GARCIA NAJERA,ANGEL FERNANDO NAJERA CON,Ver Restricciones
0349,QUIMICA PARA INGENIERIA CIVIL,B+,PRESENCIAL,T-3,214,10:40,11:30,LU MA MI  VI,ADELA MARIA MARROQUIN GONZALEZ,SIN AUXILIAR,Ver Restricciones
0601,INVESTIGACION DE OPERACIONES I,B+,PRESENCIAL,T-3,215,10:40,11:30,LU  MI  VI,ELSA MARIA ALVARADO JURADO,SIN AUXILIAR,Ver Restricciones
0662,LEGISLACION 1,B+,PRESENCIAL,T-3,215,09:50,10:40,MA  JU,ELSA MARIA ALVARADO JURADO,SIN AUXILIAR,Ver Restricciones
0732,ESTADISTICA 1,B+,SEMIPRESENCIAL,HIBR,VIRTUAL,08:00,08:50,LU MA MI JU,EDWIN ADALBERTO BRACAMONTE OROZCO,ASTRID SARAÍ CHOXÍN SAMAYOA,Ver Restricciones
0796,LENGUAJES FORMALES Y DE PROGRAMACION,B+,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,MA,DAVID ESTUARDO MORALES AJCOT,KEWIN MASLOVY PATZÁN TZÚN,Ver Restricciones
2025,PRACTICAS INICIALES,B+,PRESENCIAL,S-12,105,09:50,11:30,JU,SIGRID ALITZA CALDERON DE LEON,SIN AUXILIAR,Ver Restricciones
3662,LEGISLACION 1 (DIPLOMADO),B+,PRESENCIAL,T-3,215,09:50,10:40,MA  JU,ELSA MARIA ALVARADO JURADO,SIN AUXILIAR,Ver Restricciones
0796,LENGUAJES FORMALES Y DE PROGRAMACION,B+,SEMIPRESENCIAL,HIBR,VIRTUAL,09:00,10:40,MA,KEWIN MASLOVY PATZÁN TZÚN,SIN AUXILIAR,Ver Restricciones
0601,INVESTIGACION DE OPERACIONES I,B+,PRESENCIAL,T-3,401,10:40,11:30,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,SIN AUXILIAR,Sin restricciones
0732,ESTADISTICA 1,B+,SEMIPRESENCIAL,HIBR,VIRTUAL,08:00,08:50,VI,ASTRID SARAÍ CHOXÍN SAMAYOA,SIN AUXILIAR,Sin restricciones
0150,FISICA 1,B-,PRESENCIAL,S-12,303,08:00,08:50,LU  MI JU VI,ERIC JOSUE JACOBS MAZARIEGOS,MARGARITA LETICIA AJPOP SIPAC,Ver Restricciones
0152,FISICA 2,B-,PRESENCIAL,T-3,309,10:40,11:30,LU MA MI  VI,CLAUDIA CECILIA CONTRERAS FOLGAR DE ALFARO,JOHAN ESTIVEN SABÁN LÓPEZ,Ver Restricciones
0170,MECANICA ANALITICA 1,B-,PRESENCIAL,T-3,209,12:20,13:10,LU MA MI  VI,CALIXTO SANTIAGO MONTEAGUDO CORDERO,MARÍA ALEJANDRA ESTRADA GONZÁLEZ,Ver Restricciones
0349,QUIMICA PARA INGENIERIA CIVIL,B-,PRESENCIAL,T-3,209,10:40,11:30,LU MA MI  VI,BYRON RENE AGUILAR UCK,SIN AUXILIAR,Ver Restricciones
0601,INVESTIGACION DE OPERACIONES I,B-,PRESENCIAL,T-3,410,10:40,11:30,LU  MI  VI,VICTOR MANUEL AVILA SARMIENTO,SIN AUXILIAR,Sin restricciones
0662,LEGISLACION 1,B-,PRESENCIAL,T-1,L-II-2,09:50,10:40,MA  JU,OSCAR APARICIO SEGURA MONZON,SIN AUXILIAR,Ver Restricciones
0732,ESTADISTICA 1,B-,SEMIPRESENCIAL,HIBR,VIRTUAL,08:00,08:50,LU MA MI JU,LADY MARIEBELIA ELIAS ESTRADA,JACQUELIN ANDREA GARCÍA FLORES,Ver Restricciones
0796,LENGUAJES FORMALES Y DE PROGRAMACION,B-,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,MA,ZULMA KARINA AGUIRRE ORDONEZ,RIVER ANDERSON ISMALEJ ROMAN,Ver Restricciones
2025,PRACTICAS INICIALES,B-,PRESENCIAL,S-12,304,09:50,11:30,JU,JAIME HUMBERTO BATTEN ESQUIVEL,SIN AUXILIAR,Ver Restricciones
3662,LEGISLACION 1 (DIPLOMADO),B-,PRESENCIAL,T-1,L-II-2,09:50,10:40,MA  JU,OSCAR APARICIO SEGURA MONZON,SIN AUXILIAR,Ver Restricciones
0796,LENGUAJES FORMALES Y DE PROGRAMACION,B-,SEMIPRESENCIAL,HIBR,VIRTUAL,09:00,10:40,MA,RIVER ANDERSON ISMALEJ ROMAN,SIN AUXILIAR,Ver Restricciones
0601,INVESTIGACION DE OPERACIONES I,B-,PRESENCIAL,T-3,401,10:40,11:30,MA  JU,JULIO CÉSAR VILLATORO SANABRIA,SIN AUXILIAR,Sin restricciones
0732,ESTADISTICA 1,B-,SEMIPRESENCIAL,HIBR,VIRTUAL,08:00,08:50,VI,JACQUELIN ANDREA GARCÍA FLORES,SIN AUXILIAR,Sin restricciones
9000,P.A.P. DE MATEMATICA PARA INGENIERIA,B1,SEMIPRESENCIAL,HIBR,VIRTUAL,08:00,08:50,LU MA MI JU VI,TONY YOBANY BARRERA DONIS,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,B1,PRESENCIAL,S-11,LAB-FIS2,09:00,10:40,MI,JUAN MIGUEL MONTEALEGRE GOMEZ,SIN AUXILIAR,Sin restricciones
0150,FISICA 1,B1,PRESENCIAL,S-11,LAB-FIS1,09:00,10:40,MA,JORGE PABLO ORTIZ SOTO,SIN AUXILIAR,Sin restricciones
0152,FISICA 2,B1,PRESENCIAL,S-11,LAB-FIS2,09:00,10:40,JU,JUAN MIGUEL MONTEALEGRE GOMEZ,SIN AUXILIAR,Sin restricciones
0154,FISICA 3,B1,PRESENCIAL,S-11,LAB-FIS2,16:30,18:10,MA,PEDRO PABLO GUZMAN MILIAN,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,B1,PRESENCIAL,T-5,LAB-Q1,10:40,12:20,VI,JOSUE MANUEL QUIJIVIX COTI,SIN AUXILIAR,Sin restricciones
0349,QUIMICA PARA INGENIERIA CIVIL,B1,PRESENCIAL,T-5,LAB-Q1,09:00,10:40,JU,LOIDA LISBETH CHAMALÉ NIÑOS,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,B1,PRESENCIAL,T-7,CNC,19:00,20:40,LU,VICTOR MANUEL RUIZ HERNANDEZ,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,B2,PRESENCIAL,S-11,LAB-FIS1,09:00,10:40,MI,JORGE PABLO ORTIZ SOTO,SIN AUXILIAR,Sin restricciones
0150,FISICA 1,B2,PRESENCIAL,S-11,LAB-FIS2,09:00,10:40,MA,DIEGO JOSE PORRES ALMEDA,SIN AUXILIAR,Sin restricciones
0152,FISICA 2,B2,PRESENCIAL,S-11,LAB-FIS1,09:00,10:40,JU,DIEGO JOSE PORRES ALMEDA,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,B2,PRESENCIAL,T-5,LAB-Q2,10:40,12:20,VI,CARLOS AXEL FERNANDO HERNÁNDEZ GONZÁLEZ,SIN AUXILIAR,Sin restricciones
0349,QUIMICA PARA INGENIERIA CIVIL,B2,PRESENCIAL,T-5,LAB-Q1,07:10,08:50,JU,ADELA MARIA MARROQUIN GONZALEZ,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,B3,PRESENCIAL,S-11,LAB-FIS3,09:00,10:40,MI,DIEGO JOSE PORRES ALMEDA,SIN AUXILIAR,Sin restricciones
0349,QUIMICA PARA INGENIERIA CIVIL,B3,PRESENCIAL,T-5,LAB-Q1,09:00,10:40,JU,LOIDA LISBETH CHAMALÉ NIÑOS,SIN AUXILIAR,Sin restricciones
0236,SISTEMAS DE CONTROL 1,.C,PRESENCIAL,T-1,LABSISC,10:40,11:30,VI,MIGUEL VENTURA PEREZ,SIN AUXILIAR,Sin restricciones
0246,ELECTRONICA 3,.C,PRESENCIAL,T-1,LAB-ELEC,15:40,16:30,VI,HILDA FABIOLA ESPAÑA GIRÓN,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,.C,PRESENCIAL,T-7,CNC,14:00,15:40,MA,VICTOR MANUEL RUIZ HERNANDEZ,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,_C,PRESENCIAL,T-1,LAB ELEC,10:40,12:20,MI,ANA MARÍA NAVARRO  OROZCO,SIN AUXILIAR,Sin restricciones
0202,INGENIERIA ELECTRICA 2,_C,PRESENCIAL,T-3,414,09:00,10:40,JU,EDGAR YANUARIO LAJ HUN,SIN AUXILIAR,Sin restricciones
0204,CIRCUITOS ELECTRICOS 1,_C,PRESENCIAL,T-1,LAB-CIRC,17:20,19:00,MI,JULIO ROLANDO BARRIOS ARCHILA,SIN AUXILIAR,Sin restricciones
0206,CIRCUITOS ELECTRICOS 2,_C,PRESENCIAL,T-1,LAB-CIRC,14:00,15:40,JU,JORGE MARIO SITAVI COS,SIN AUXILIAR,Sin restricciones
0208,INSTALACIONES ELECTRICAS,_C,PRESENCIAL,T-1,LAB-INST,12:10,13:50,SA,CARLOS ALBERTO NAVARRO FUENTES,SIN AUXILIAR,Sin restricciones
0210,TEORIA ELECTROMAGNETICA 1,_C,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,SA,MATILDE LUCRECIA MARTINEZ AGUIRRE,SIN AUXILIAR,Sin restricciones
0230,INSTRUMENTACION ELECTRICA,_C,PRESENCIAL,T-1,LAB-ELEC,13:10,14:50,MI,OTTO FERNANDO ANDRINO GONZALEZ,SIN AUXILIAR,Sin restricciones
0232,ELECTRONICA  1,_C,PRESENCIAL,T-1,LAB-ELEC,14:00,14:50,VI,HUGO LEONEL TIUL VALENZUELA,SIN AUXILIAR,Sin restricciones
0234,ELECTRONICA 4,_C,PRESENCIAL,T-1,LAB-ELEC,14:50,15:40,LU,CARLOS EDUARDO GUZMAN SALAZAR,SIN AUXILIAR,Sin restricciones
0236,SISTEMAS DE CONTROL 1,_C,PRESENCIAL,T-1,LABSISC,14:00,14:50,MI,HUGO LEONEL TIUL VALENZUELA,SIN AUXILIAR,Sin restricciones
0240,ELECTRONICA 2,_C,PRESENCIAL,T-1,LAB-ELEC,16:30,17:20,VI,HUGO LEONEL TIUL VALENZUELA,SIN AUXILIAR,Sin restricciones
0243,COMUNICACIONES 4,_C,PRESENCIAL,T-1,LAB-ELEC,19:50,20:40,MA,INGRID SALOME RODRIGUEZ DE LOUKOTA,SIN AUXILIAR,Sin restricciones
0245,COMUNICACIONES 3,_C,PRESENCIAL,T-1,LAB-ELEC,17:20,18:10,VI,CHRISTIAN ANTONIO ORELLANA LÓPEZ,SIN AUXILIAR,Sin restricciones
0246,ELECTRONICA 3,_C,PRESENCIAL,T-1,LAB-ELEC,14:50,15:40,LU,HILDA FABIOLA ESPAÑA GIRÓN,SIN AUXILIAR,Sin restricciones
0258,MAQUINAS HIDRAULICAS,_C,PRESENCIAL,T-7,LAB-MEC,12:20,14:00,MI,HERBERT SAMUEL FIGUEROA AVENDAÑO,SIN AUXILIAR,Sin restricciones
0354,QUIMICA 3,_C,PRESENCIAL,T-5,LAB-Q1,15:40,18:10,MI,CINTHYA PATRICIA ORTIZ QUIROA,SIN AUXILIAR,Sin restricciones
0358,QUIMICA ORGANICA 1,_C,PRESENCIAL,T-5,LAB-Q2,13:10,15:40,JU,ERWIN MANUEL ORTIZ CASTILLO,SIN AUXILIAR,Sin restricciones
0362,ANALISIS CUALITATIVO,_C,PRESENCIAL,T-5,LAB-Q2,13:10,15:40,MA,ADELA MARIA MARROQUIN GONZALEZ,JOSE ALBERTO MEDINA CALGUA,Sin restricciones
0454,METALURGIA Y METALOGRAFIA,_C,PRESENCIAL,T-7,LAB-MEC,17:20,19:00,MI,HUGO LEONEL RAMIREZ ORTIZ,SIN AUXILIAR,Sin restricciones
0462,ELECTRICIDAD Y ELECTRONICA BASICA,_C,PRESENCIAL,T-1,LAB EEB,10:40,12:20,MI,MARIO ALBERTO REYES CALDERÓN,SIN AUXILIAR,Sin restricciones
0502,REFRIGERACION Y AIRE ACONDICIONADO,_C,PRESENCIAL,T-7,LAB-MEC,16:30,18:10,MI,LUIS ALFREDO ASTURIAS ZUNIGA,SIN AUXILIAR,Sin restricciones
0504,MOTORES DE COMBUSTION INTERNA,_C,PRESENCIAL,T-7,LAB-MEC,18:10,19:50,JU,BYRON GIOVANNI PALACIOS COLINDRES,SIN AUXILIAR,Sin restricciones
0510,INSTALACIONES MECANICAS,_C,PRESENCIAL,T-7,INST-MEC,18:10,19:50,MI,PABLO RODOLFO ZUÑIGA RAMIREZ,SIN AUXILIAR,Sin restricciones
0520,PROCESOS DE MANUFACTURA 1,_C,PRESENCIAL,T-7,LAB-MEC,07:10,08:50,MI,LUIS EDUARDO CORONADO NOJ,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,_C,PRESENCIAL,T-7,LAB-MEC,07:10,08:50,MI,CARLOS ENRIQUE CHICOL CABRERA,SIN AUXILIAR,Sin restricciones
0532,VIBRACIONES,_C,PRESENCIAL,T-3,407,13:10,14:50,MI,FREDY MAURICIO MONROY PERALTA,SIN AUXILIAR,Sin restricciones
0250,MECANICA DE FLUIDOS,_C,PRESENCIAL,T-3,114,15:40,17:20,MA,LUIS MANUEL SANDOVAL MENDOZA,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,C,PRESENCIAL,T-3,404,11:30,12:20,LU  MI,INGRID MARISOL FLORES ESTRADA,SIN AUXILIAR,Ver Restricciones
0017,AREA SOCIAL HUMANISTICA 1,C,PRESENCIAL,S-12,103,08:00,08:50,LU MA MI  VI,ANA VELA CASTRO MELLADO,SIN AUXILIAR,Ver Restricciones
0019,AREA SOCIAL HUMANISTICA 2,C,PRESENCIAL,S-12,305,08:00,08:50,LU MA MI  VI,EDGAR HAROLDO TORRES SOTO,SIN AUXILIAR,Sin restricciones
0069,AREA TECNICA COMPLEMENTARIA 1,C,PRESENCIAL,S-11,105-DIB,10:40,12:20,JU,ALLEN EDUARDO RAMIREZ TOLEDO,CARLOS ALBERTO GODINEZ GUDIEL,Ver Restricciones
0101,AREA MATEMATICA BASICA 1,C,PRESENCIAL,S-12,402,09:00,10:40,LU MA MI  VI,MARIO RENE DE LEON GARCIA,HERIBERTO ALEJANDRO VELÁSQUEZ Y VELÁSQUEZ,Ver Restricciones
0103,AREA MATEMATICA BASICA 2,C,PRESENCIAL,T-3,310,07:10,08:50,LU MA MI  VI,JOSE MARIA SAQUIMUX CANASTUJ,HERIBERTO ALEJANDRO VELÁSQUEZ Y VELÁSQUEZ,Sin restricciones
0112,AREA MATEMATICA INTERMEDIA 2,C,PRESENCIAL,T-3,211,09:00,09:50,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,SAUL ALEJANDRO CIFUENTES VIVAR,Sin restricciones
0114,AREA MATEMATICA INTERMEDIA 3,C,PRESENCIAL,T-3,211,09:50,10:40,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,SAUL ALEJANDRO CIFUENTES VIVAR,Sin restricciones
0116,MATEMATICA APLICADA 3,C,PRESENCIAL,T-3,105,11:30,12:20,LU  MI  VI,RENATO GIOVANNI PONCIANO SANDOVAL,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0118,MATEMATICA APLICADA 1,C,PRESENCIAL,T-3,305,10:40,11:30,LU  MI  VI,GERSON JONATAN RAMIREZ BACH,SOFIA PAOLA ARDIANO SOLIS,Sin restricciones
0150,FISICA 1,C,PRESENCIAL,S-12,301,09:00,09:50,LU  MI JU VI,PAMELA  CRISTINA SIKAHALL  URIZAR,DAYANNA EUNICE CHE DONIS,Sin restricciones
0601,INVESTIGACION DE OPERACIONES I,C,SEMIPRESENCIAL,HIBR,VIRTUAL,10:40,11:30,LU  MI  VI,NORA LEONOR GARCIA TOBAR,SIN AUXILIAR,Sin restricciones
0603,INVESTIGACION DE OPERACIONES II,C,SEMIPRESENCIAL,HIBR,VIRTUAL,09:50,10:40,LU  MI  VI,NORA LEONOR GARCIA TOBAR,SIN AUXILIAR,Sin restricciones
0610,INFORMATICA,C,PRESENCIAL,T-3,411,11:30,12:20,MA   VI,RENATO ISAAC RIVERA PEREZ,SIN AUXILIAR,Ver Restricciones
0634,INGENIERIA DE METODOS,C,PRESENCIAL,T-3,216,11:30,12:20,LU  MI  VI,AURELIA ANABELA CORDOVA ESTRADA,SIN AUXILIAR,Sin restricciones
0662,LEGISLACION 1,C,PRESENCIAL,T-3,214,09:00,09:50,MA  JU,JOSE ROLANDO CHAVEZ SALAZAR,SIN AUXILIAR,Sin restricciones
0700,INGENIERIA ECONOMICA 1,C,SEMIPRESENCIAL,HIBR,VIRTUAL,10:40,11:30,MI,MARIO ESTUARDO ARRIOLA AVILA,JOSÉ RODRIGO MOLINA SÁNCHEZ,Sin restricciones
0700,INGENIERIA ECONOMICA 1,C,SEMIPRESENCIAL,HIBR,VIRTUAL,09:50,10:40,MI  VI,MARIO ESTUARDO ARRIOLA AVILA,JOSÉ RODRIGO MOLINA SÁNCHEZ,Sin restricciones
0768,INTRODUCCION A LOS ALGORITMOS Y FLUJO DE DATOS,C,PRESENCIAL,T-3,401,07:10,10:40,VI,HERMAN IGOR VELIZ LINARES,TOBÍAS FRANCISCO ZAMORA SANTOS,Sin restricciones
0770,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 1,C,PRESENCIAL,T-1,L-II-1,07:10,08:50,MA  JU,MOISES EDUARDO VELASQUEZ OLIVA,PABLO JOSÉ OLIVA BONILLA,Sin restricciones
0771,INTRODUCCION A LA PROGRAMACION Y COMPUTACION 2,C,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,08:50,JU VI,JOSE MANUEL RUIZ JUAREZ,DANIEL EDUARDO VELÁSQUEZ AVILA,Sin restricciones
0772,ESTRUCTURAS DE DATOS,C,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,10:40,VI,LUIS FERNANDO ESPINO BARRIOS,SERGIO SEBASTIÁN SANDOVAL RUIZ,Sin restricciones
0773,MANEJO E IMPLEMENTACION DE ARCHIVOS,C,SEMIPRESENCIAL,HIBR,VIRTUAL,07:10,10:30,SA,OSCAR ALEJANDRO PAZ CAMPOS,KEVIN GOLWER ENRIQUE RUIZ BARBALES,Sin restricciones
0777,ORGANIZACION DE LENGUAJES Y COMPILADORES 1,C,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,MA  JU,KEVIN ADIEL LAJPOP AJPACAJA,JOHNNY WHILLMAN ALDANA OSORIO,Sin restricciones
0795,LOGICA DE SISTEMAS,C,PRESENCIAL,T-3,316,12:20,14:50,JU,FLORIZA FELIPA AVILA PESQUERA DE MEDINILLA,KERVIN ADOLFO CARDONA RAMÍREZ,Sin restricciones
0799,SEMINARIO DE INVESTIGACION,C,SEMIPRESENCIAL,MEET,VIRTUAL,07:10,08:50,MI,CARLOS GUSTAVO ALONZO,SIN AUXILIAR,Sin restricciones
0960,MATEMATICA PARA COMPUTACION 1,C,PRESENCIAL,T-3,105,12:20,13:10,LU  MI  VI,CARLOS ALFREDO ANGULO HUERGO,JOSÉ DANIEL FUENTES OROZCO,Sin restricciones
0962,MATEMATICA PARA COMPUTACION 2,C,PRESENCIAL,T-3,210,09:50,10:40,LU  MI  VI,CARLOS ALBERTO GARRIDO LOPEZ,ENNER ESAÍ MENDIZABAL CASTRO,Sin restricciones
0964,ORGANIZACION COMPUTACIONAL,C,PRESENCIAL,T-3,210,07:10,10:30,SA,FERNANDO JOSÉ PAZ GONZÁLEZ,RONY OMAR MIGUEL LOPEZ,Sin restricciones
2009,PRACTICAS FINALES INGENIERIA CIENCIAS Y SISTEMAS,C,PRESENCIAL,EPS,EPS-1,20:40,21:30,MI,FLORIZA FELIPA AVILA PESQUERA DE MEDINILLA,SIN AUXILIAR,Sin restricciones
2025,PRACTICAS INICIALES,C,PRESENCIAL,S-12,107,09:50,11:30,JU,FLORIZA FELIPA AVILA PESQUERA DE MEDINILLA,SIN AUXILIAR,Ver Restricciones
2036,PRACTICAS INTERMEDIAS,C,SEMIPRESENCIAL,MEET,VIRTUAL,09:00,10:40,MA,YOCASTA  IVANOBLA ORTIZ DEL CID,SIN AUXILIAR,Ver Restricciones
3116,MATEMATICA APLICADA 3 (DIPLOMADO),C,PRESENCIAL,T-3,105,11:30,12:20,LU  MI  VI,RENATO GIOVANNI PONCIANO SANDOVAL,SIN AUXILIAR,Sin restricciones
